<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
ABC,20210602,12.3000,13.1000,12.2000,13.0000,21837,12.3000,13.1000,12.2000,13.0000,0,0,0
ABC,20210601,12.6000,12.8000,12.0000,12.4000,26900,12.6000,12.8000,12.0000,12.4000,0,600,0
ABC,20210531,12.6000,13.1000,12.3000,12.6000,22000,12.6000,13.1000,12.3000,12.6000,0,0,0
ABC,20210528,12.5000,12.8000,12.3000,12.6000,21500,12.5000,12.8000,12.3000,12.6000,0,0,0
ABC,20210527,12.8000,12.8000,12.4000,12.6000,17000,12.8000,12.8000,12.4000,12.6000,0,0,0
ABC,20210526,12.8000,13.2000,12.7000,12.9000,23000,12.8000,13.2000,12.7000,12.9000,0,1400,0
ABC,20210525,13.3000,13.3000,12.4000,12.7000,17800,13.3000,13.3000,12.4000,12.7000,0,0,0
ABC,20210524,13.5000,13.6000,13.0000,13.3000,20600,13.5000,13.6000,13.0000,13.3000,0,0,0
ABC,20210521,12.9000,13.2000,11.9000,13.0000,65400,12.9000,13.2000,11.9000,13.0000,0,0,0
ABC,20210520,13.4000,13.4000,12.9000,13.2000,17600,13.4000,13.4000,12.9000,13.2000,0,0,0
ABC,20210519,13.6000,13.9000,13.2000,13.4000,20000,13.6000,13.9000,13.2000,13.4000,0,0,0
ABC,20210518,14.0000,14.0000,13.5000,13.5000,20000,14.0000,14.0000,13.5000,13.5000,0,0,0
ABC,20210517,14.3000,14.4000,13.7000,14.0000,18300,14.3000,14.4000,13.7000,14.0000,0,0,0
ABC,20210514,14.2000,14.5000,14.0000,14.4000,23932,14.2000,14.5000,14.0000,14.4000,0,0,0
ABC,20210513,14.6000,14.6000,14.2000,14.5000,21100,14.6000,14.6000,14.2000,14.5000,0,0,0
ABC,20210512,14.6000,14.8000,14.3000,14.6000,53705,14.6000,14.8000,14.3000,14.6000,0,500,0
ABC,20210511,15.0000,15.1000,14.8000,14.9000,20100,15.0000,15.1000,14.8000,14.9000,0,0,0
ABC,20210510,14.6000,15.2000,14.3000,15.0000,33000,14.6000,15.2000,14.3000,15.0000,0,0,0
ABC,20210507,15.2000,15.4000,14.8000,14.9000,27310,15.2000,15.4000,14.8000,14.9000,0,0,0
ABC,20210506,15.1000,15.4000,15.0000,15.2000,19500,15.1000,15.4000,15.0000,15.2000,0,0,0
ABC,20210505,15.6000,15.6000,15.1000,15.1000,3400,15.6000,15.6000,15.1000,15.1000,0,0,0
ABC,20210504,15.3000,15.3000,15.0000,15.3000,16200,15.3000,15.3000,15.0000,15.3000,0,0,0
ABC,20210429,15.2000,15.9000,14.8000,15.8000,37110,15.2000,15.9000,14.8000,15.8000,0,0,0
ABC,20210428,15.1000,16.0000,15.1000,15.5000,21710,15.1000,16.0000,15.1000,15.5000,0,0,0
ABC,20210427,14.9000,15.2000,14.9000,15.1000,9200,14.9000,15.2000,14.9000,15.1000,0,0,0
ABC,20210426,15.4000,15.4000,14.7000,15.0000,12800,15.4000,15.4000,14.7000,15.0000,0,0,0
ABC,20210423,14.5000,15.5000,14.5000,15.2000,12400,14.5000,15.5000,14.5000,15.2000,0,0,0
ABC,20210422,15.8000,15.8000,14.9000,15.0000,87300,15.8000,15.8000,14.9000,15.0000,0,3400,10000
ABC,20210420,16.1000,16.1000,15.6000,15.8000,28509,16.1000,16.1000,15.6000,15.8000,0,600,0
ABC,20210419,16.5000,16.5000,15.5000,16.1000,8610,16.5000,16.5000,15.5000,16.1000,0,0,0
ABC,20210416,16.4000,16.6000,16.0000,16.4000,44000,16.4000,16.6000,16.0000,16.4000,0,0,0
ABC,20210415,16.7000,17.0000,16.2000,16.6000,50449,16.7000,17.0000,16.2000,16.6000,0,0,0
ABC,20210414,16.6000,16.7000,16.2000,16.7000,31700,16.6000,16.7000,16.2000,16.7000,0,0,0
ABC,20210413,17.0000,17.0000,16.4000,16.6000,41810,17.0000,17.0000,16.4000,16.6000,0,100,0
ABC,20210412,16.5000,17.0000,16.5000,17.0000,43937,16.5000,17.0000,16.5000,17.0000,0,0,0
ABC,20210409,17.0000,17.0000,16.4000,16.9000,40600,17.0000,17.0000,16.4000,16.9000,0,0,0
ABC,20210408,16.8000,17.2000,16.8000,17.0000,16901,16.8000,17.2000,16.8000,17.0000,0,0,0
ABC,20210407,16.0000,17.8000,13.6000,17.2000,119000,16.0000,17.8000,13.6000,17.2000,0,5500,0
ABC,20210406,16.4000,16.7000,15.5000,16.6000,295700,16.4000,16.7000,15.5000,16.6000,0,0,0
ABC,20210405,16.6000,16.7000,16.3000,16.5000,116385,16.6000,16.7000,16.3000,16.5000,0,4500,0
ABC,20210402,17.2000,17.2000,16.6000,16.7000,61818,17.2000,17.2000,16.6000,16.7000,0,0,0
ABC,20210401,17.0000,17.1000,15.5000,17.0000,130200,17.0000,17.1000,15.5000,17.0000,0,0,0
ABC,20210331,17.2000,17.2000,17.0000,17.0000,29300,17.2000,17.2000,17.0000,17.0000,0,0,0
ABC,20210330,17.3000,17.4000,17.0000,17.2000,50017,17.3000,17.4000,17.0000,17.2000,0,0,0
ABC,20210329,18.0000,18.0000,17.1000,17.4000,14519,18.0000,18.0000,17.1000,17.4000,0,0,0
ABC,20210326,17.3000,17.3000,16.7000,17.3000,11420,17.3000,17.3000,16.7000,17.3000,0,0,0
ABC,20210325,17.4000,17.6000,17.0000,17.2000,6512,17.4000,17.6000,17.0000,17.2000,0,0,0
ABC,20210324,17.5000,17.8000,17.3000,17.4000,17110,17.5000,17.8000,17.3000,17.4000,0,0,0
ABC,20210323,17.8000,17.9000,17.6000,17.6000,21100,17.8000,17.9000,17.6000,17.6000,0,0,0
ABC,20210322,17.9000,18.0000,17.6000,17.9000,41600,17.9000,18.0000,17.6000,17.9000,0,300,5000
ABC,20210319,17.9000,18.0000,17.8000,17.9000,41802,17.9000,18.0000,17.8000,17.9000,0,0,0
ABC,20210318,17.9000,18.0000,17.7000,18.0000,21775,17.9000,18.0000,17.7000,18.0000,0,0,0
ABC,20210317,18.0000,18.0000,17.8000,18.0000,17000,18.0000,18.0000,17.8000,18.0000,0,0,0
ABC,20210316,17.9000,18.1000,17.8000,18.0000,23100,17.9000,18.1000,17.8000,18.0000,0,2000,0
ABC,20210315,18.0000,18.2000,17.9000,17.9000,27601,18.0000,18.2000,17.9000,17.9000,0,2000,0
ABC,20210312,17.6000,18.0000,17.6000,17.9000,34001,17.6000,18.0000,17.6000,17.9000,0,0,0
ABC,20210311,17.6000,17.6000,17.5000,17.5000,26100,17.6000,17.6000,17.5000,17.5000,0,0,0
ABC,20210310,17.5000,17.6000,17.5000,17.5000,42419,17.5000,17.6000,17.5000,17.5000,0,0,0
ABC,20210309,17.9000,17.9000,17.4000,17.5000,12900,17.9000,17.9000,17.4000,17.5000,0,0,0
ABC,20210308,17.7000,18.1000,17.7000,17.7000,6000,17.7000,18.1000,17.7000,17.7000,0,0,0
ABC,20210305,17.1000,18.5000,17.1000,18.5000,57410,17.1000,18.5000,17.1000,18.5000,0,0,0
ABC,20210304,16.9000,17.3000,16.9000,17.3000,21600,16.9000,17.3000,16.9000,17.3000,0,0,0
ABC,20210303,17.1000,17.3000,17.0000,17.1000,11800,17.1000,17.3000,17.0000,17.1000,0,0,0
ABC,20210302,17.2000,17.3000,17.0000,17.1000,49005,17.2000,17.3000,17.0000,17.1000,0,0,0
ABC,20210301,17.0000,17.2000,17.0000,17.2000,40019,17.0000,17.2000,17.0000,17.2000,0,5000,0
ABC,20210226,16.9000,17.3000,16.8000,17.3000,37510,16.9000,17.3000,16.8000,17.3000,0,0,0
ABC,20210225,17.2000,17.2000,16.8000,17.0000,17500,17.2000,17.2000,16.8000,17.0000,0,0,0
ABC,20210224,17.0000,17.1000,16.6000,17.0000,29200,17.0000,17.1000,16.6000,17.0000,0,0,0
ABC,20210223,17.4000,17.4000,16.9000,17.0000,18527,17.4000,17.4000,16.9000,17.0000,0,0,0
ABC,20210222,17.0000,17.2000,16.9000,17.0000,29800,17.0000,17.2000,16.9000,17.0000,0,0,0
ABC,20210219,16.7000,17.0000,16.4000,17.0000,39000,16.7000,17.0000,16.4000,17.0000,0,6000,0
ABC,20210218,16.6000,16.7000,16.5000,16.7000,24300,16.6000,16.7000,16.5000,16.7000,0,0,0
ABC,20210217,16.3000,16.8000,16.0000,16.5000,23532,16.3000,16.8000,16.0000,16.5000,0,0,0
ABC,20210209,15.8000,17.0000,15.8000,17.0000,14400,15.8000,17.0000,15.8000,17.0000,0,0,0
ABC,20210208,16.0000,16.0000,15.8000,16.0000,23100,16.0000,16.0000,15.8000,16.0000,0,0,0
ABC,20210205,16.3000,16.3000,15.5000,16.0000,49410,16.3000,16.3000,15.5000,16.0000,0,0,40000
ABC,20210204,16.9000,16.9000,16.1000,16.1000,13400,16.9000,16.9000,16.1000,16.1000,0,0,0
ABC,20210203,16.0000,16.5000,15.6000,16.3000,26610,16.0000,16.5000,15.6000,16.3000,0,0,0
ABC,20210202,15.6000,16.5000,15.5000,16.2000,20771,15.6000,16.5000,15.5000,16.2000,0,0,0
ABC,20210201,16.0000,17.0000,15.9000,15.9000,10000,16.0000,17.0000,15.9000,15.9000,0,0,0
ABC,20210129,16.4000,17.3000,15.3000,16.9000,28700,16.4000,17.3000,15.3000,16.9000,0,0,0
ABC,20210128,16.9000,16.9000,14.6000,15.0000,224291,16.9000,16.9000,14.6000,15.0000,0,0,21800
ABC,20210127,17.2000,17.7000,16.8000,17.0000,61710,17.2000,17.7000,16.8000,17.0000,0,0,0
ABC,20210126,17.6000,17.6000,17.0000,17.2000,85820,17.6000,17.6000,17.0000,17.2000,0,0,0
ABC,20210125,17.6000,18.2000,17.6000,17.8000,32200,17.6000,18.2000,17.6000,17.8000,0,0,0
ABC,20210122,18.3000,18.3000,17.8000,18.0000,71800,18.3000,18.3000,17.8000,18.0000,0,0,0
ABC,20210121,18.2000,18.5000,18.1000,18.5000,34700,18.2000,18.5000,18.1000,18.5000,0,0,0
ABC,20210120,18.0000,18.1000,17.2000,17.7000,81536,18.0000,18.1000,17.2000,17.7000,0,0,0
ABC,20210119,19.6000,19.6000,16.7000,18.0000,71060,19.6000,19.6000,16.7000,18.0000,0,0,0
ABC,20210118,19.4000,19.9000,19.4000,19.5000,43950,19.4000,19.9000,19.4000,19.5000,0,0,0
ABC,20210115,18.5000,19.8000,18.5000,19.3000,97455,18.5000,19.8000,18.5000,19.3000,0,0,0
ABC,20210114,18.7000,18.7000,18.3000,18.5000,40350,18.7000,18.7000,18.3000,18.5000,0,0,0
ABC,20210113,18.6000,18.7000,18.5000,18.7000,51610,18.6000,18.7000,18.5000,18.7000,0,0,0
ABC,20210112,18.5000,18.7000,18.3000,18.6000,29600,18.5000,18.7000,18.3000,18.6000,0,0,0
ABC,20210111,18.3000,18.7000,18.3000,18.7000,54000,18.3000,18.7000,18.3000,18.7000,0,0,0
ABC,20210108,18.2000,18.5000,18.1000,18.5000,51200,18.2000,18.5000,18.1000,18.5000,0,0,0
ABC,20210107,18.1000,18.2000,17.9000,18.2000,30100,18.1000,18.2000,17.9000,18.2000,0,0,0
ABC,20210106,18.3000,18.5000,17.9000,18.0000,72000,18.3000,18.5000,17.9000,18.0000,0,0,0
ABC,20210105,18.6000,18.6000,18.1000,18.1000,59420,18.6000,18.6000,18.1000,18.1000,0,0,0
ABC,20210104,18.6000,19.0000,18.3000,18.6000,59100,18.6000,19.0000,18.3000,18.6000,0,0,0
ABC,20201231,18.4000,18.8000,18.3000,18.6000,38800,18.4000,18.8000,18.3000,18.6000,0,0,0
ABC,20201230,18.5000,19.2000,17.9000,18.5000,134510,18.5000,19.2000,17.9000,18.5000,0,0,0
ABC,20201229,19.5000,19.8000,17.1000,18.8000,95440,19.5000,19.8000,17.1000,18.8000,0,0,0
ABC,20201228,20.6000,20.6000,20.0000,20.0000,23000,20.6000,20.6000,20.0000,20.0000,0,0,0
ABC,20201225,19.6000,21.0000,19.6000,20.6000,108800,19.6000,21.0000,19.6000,20.6000,0,0,0
ABC,20201224,18.2000,20.0000,17.9000,19.6000,258079,18.2000,20.0000,17.9000,19.6000,0,0,0
ABC,20201223,18.4000,18.5000,18.3000,18.3000,26472,18.4000,18.5000,18.3000,18.3000,0,0,0
ABC,20201222,18.1000,18.4000,18.0000,18.3000,49300,18.1000,18.4000,18.0000,18.3000,0,0,0
ABC,20201221,17.4000,18.6000,17.4000,18.1000,61851,17.4000,18.6000,17.4000,18.1000,0,0,0
ABC,20201218,17.7000,17.7000,17.4000,17.4000,18400,17.7000,17.7000,17.4000,17.4000,0,5,0
ABC,20201217,17.7000,17.8000,17.6000,17.8000,7105,17.7000,17.8000,17.6000,17.8000,0,5,0
ABC,20201216,17.7000,17.9000,17.6000,17.7000,27300,17.7000,17.9000,17.6000,17.7000,0,0,0
ABC,20201215,17.5000,17.6000,17.4000,17.6000,7500,17.5000,17.6000,17.4000,17.6000,0,0,0
ABC,20201214,17.4000,17.9000,17.4000,17.5000,19651,17.4000,17.9000,17.4000,17.5000,0,0,0
ABC,20201211,17.0000,18.0000,17.0000,17.8000,31399,17.0000,18.0000,17.0000,17.8000,0,0,0
ABC,20201210,17.3000,17.4000,17.1000,17.1000,43560,17.3000,17.4000,17.1000,17.1000,0,0,0
ABC,20201209,17.5000,17.6000,17.3000,17.5000,22100,17.5000,17.6000,17.3000,17.5000,0,0,0
ABC,20201208,17.6000,17.9000,17.4000,17.4000,32310,17.6000,17.9000,17.4000,17.4000,0,0,0
ABC,20201207,18.2000,18.2000,17.6000,17.7000,42105,18.2000,18.2000,17.6000,17.7000,0,0,0
ABC,20201204,18.4000,18.4000,17.9000,18.3000,55219,18.4000,18.4000,17.9000,18.3000,0,0,0
ABC,20201203,17.6000,18.8000,17.6000,18.3000,45300,17.6000,18.8000,17.6000,18.3000,0,0,50
ABC,20201202,17.1000,17.8000,17.1000,17.8000,78100,17.1000,17.8000,17.1000,17.8000,0,0,0
ABC,20201201,16.5000,17.9000,16.3000,17.1000,64723,16.5000,17.9000,16.3000,17.1000,600,0,0
ABC,20201130,17.3000,17.4000,16.8000,17.0000,80800,17.3000,17.4000,16.8000,17.0000,0,0,0
ABC,20201127,17.6000,18.0000,17.2000,17.4000,39150,17.6000,18.0000,17.2000,17.4000,0,0,0
ABC,20201126,18.0000,18.0000,17.5000,17.7000,101703,18.0000,18.0000,17.5000,17.7000,600,0,0
ABC,20201125,18.0000,18.3000,18.0000,18.1000,13210,18.0000,18.3000,18.0000,18.1000,0,0,0
ABC,20201124,18.5000,18.5000,17.6000,18.5000,69300,18.5000,18.5000,17.6000,18.5000,0,0,0
ABC,20201123,18.0000,20.8000,17.4000,17.6000,87140,18.0000,20.8000,17.4000,17.6000,0,0,0
ABC,20201120,18.4000,18.5000,17.8000,18.0000,58125,18.4000,18.5000,17.8000,18.0000,0,0,0
ABC,20201119,18.8000,18.8000,18.1000,18.2000,87800,18.8000,18.8000,18.1000,18.2000,0,0,0
ABC,20201118,19.6000,19.7000,16.6000,19.3000,64747,19.6000,19.7000,16.6000,19.3000,600,0,0
ABC,20201117,19.6000,20.0000,18.9000,19.6000,116148,19.6000,20.0000,18.9000,19.6000,0,0,0
ABC,20201116,18.0000,19.6000,18.0000,19.5000,169700,18.0000,19.6000,18.0000,19.5000,0,500,0
ABC,20201113,17.8000,20.3000,16.6000,18.1000,90131,17.8000,20.3000,16.6000,18.1000,1700,0,0
ABC,20201112,17.0000,18.7000,17.0000,18.1000,166649,17.0000,18.7000,17.0000,18.1000,0,0,0
ABC,20201111,15.6000,16.5000,15.6000,16.5000,281802,15.6000,16.5000,15.6000,16.5000,0,0,500
ABC,20201110,14.0000,15.6000,13.9000,14.9000,282960,14.0000,15.6000,13.9000,14.9000,0,0,0
ABC,20201109,12.9000,14.2000,12.9000,13.6000,49940,12.9000,14.2000,12.9000,13.6000,0,0,0
ABC,20201106,12.7000,12.7000,12.6000,12.6000,2200,12.7000,12.7000,12.6000,12.6000,0,0,0
ABC,20201105,12.7000,12.9000,12.6000,12.6000,6140,12.7000,12.9000,12.6000,12.6000,0,0,0
ABC,20201104,12.8000,12.9000,12.5000,12.9000,26700,12.8000,12.9000,12.5000,12.9000,0,0,0
ABC,20201103,12.9000,13.0000,12.5000,12.8000,7200,12.9000,13.0000,12.5000,12.8000,0,0,0
ABC,20201102,12.6000,13.0000,12.6000,13.0000,11264,12.6000,13.0000,12.6000,13.0000,0,0,0
ABC,20201030,12.5000,12.5000,12.4000,12.4000,3800,12.5000,12.5000,12.4000,12.4000,0,0,0
ABC,20201029,12.6000,12.6000,12.3000,12.6000,18500,12.6000,12.6000,12.3000,12.6000,0,0,0
ABC,20201028,12.7000,12.8000,12.4000,12.4000,5000,12.7000,12.8000,12.4000,12.4000,0,0,0
ABC,20201027,12.9000,12.9000,12.6000,12.6000,29700,12.9000,12.9000,12.6000,12.6000,0,0,0
ABC,20201026,13.1000,13.1000,12.9000,13.0000,5200,13.1000,13.1000,12.9000,13.0000,0,0,0
ABC,20201023,13.1000,13.1000,13.0000,13.1000,19300,13.1000,13.1000,13.0000,13.1000,0,0,0
ABC,20201022,13.2000,13.2000,13.1000,13.1000,16023,13.2000,13.2000,13.1000,13.1000,0,0,0
ABC,20201021,13.2000,13.4000,13.1000,13.2000,21710,13.2000,13.4000,13.1000,13.2000,0,60,0
ABC,20201020,13.2000,13.3000,13.1000,13.1000,11200,13.2000,13.3000,13.1000,13.1000,0,300,0
ABC,20201019,13.4000,13.5000,13.2000,13.3000,18200,13.4000,13.5000,13.2000,13.3000,0,300,0
ABC,20201016,13.3000,13.5000,13.1000,13.3000,13000,13.3000,13.5000,13.1000,13.3000,0,6500,0
ABC,20201015,13.4000,13.4000,12.9000,13.4000,35520,13.4000,13.4000,12.9000,13.4000,0,6500,0
ABC,20201014,13.4000,13.5000,13.4000,13.4000,15000,13.4000,13.5000,13.4000,13.4000,0,400,0
ABC,20201013,13.7000,13.7000,13.4000,13.4000,6300,13.7000,13.7000,13.4000,13.4000,0,12700,0
ABC,20201012,13.3000,14.1000,13.3000,13.6000,22533,13.3000,14.1000,13.3000,13.6000,0,12700,0
ABC,20201009,13.5000,13.6000,13.3000,13.5000,35799,13.5000,13.6000,13.3000,13.5000,0,1500,0
ABC,20201008,13.7000,13.7000,13.5000,13.5000,14541,13.7000,13.7000,13.5000,13.5000,0,1500,0
ABC,20201007,13.8000,13.9000,13.6000,13.6000,9648,13.8000,13.9000,13.6000,13.6000,0,5600,0
ABC,20201006,13.7000,14.3000,13.5000,13.8000,79030,13.7000,14.3000,13.5000,13.8000,0,20500,0
ABC,20201005,13.0000,14.5000,13.0000,13.6000,53651,13.0000,14.5000,13.0000,13.6000,0,26500,0
ABC,20201002,12.9000,13.2000,12.8000,12.8000,24850,12.9000,13.2000,12.8000,12.8000,0,0,0
ABC,20201001,13.1000,13.2000,13.0000,13.0000,25700,13.1000,13.2000,13.0000,13.0000,0,0,0
ABC,20200930,12.7000,12.9000,12.7000,12.9000,36520,12.7000,12.9000,12.7000,12.9000,0,0,0
ABC,20200929,13.0000,13.2000,12.9000,12.9000,19134,13.0000,13.2000,12.9000,12.9000,0,0,0
ABC,20200928,12.7000,13.2000,12.6000,13.2000,31620,12.7000,13.2000,12.6000,13.2000,0,0,0
ABC,20200925,12.9000,12.9000,12.4000,12.6000,68421,12.9000,12.9000,12.4000,12.6000,0,0,0
ABC,20200924,13.1000,13.1000,12.7000,12.8000,51446,13.1000,13.1000,12.7000,12.8000,0,0,0
ABC,20200923,13.2000,13.3000,13.2000,13.3000,19120,13.2000,13.3000,13.2000,13.3000,0,0,0
ABC,20200922,13.4000,13.4000,13.2000,13.2000,18624,13.4000,13.4000,13.2000,13.2000,0,0,0
ABC,20200921,13.6000,13.6000,13.3000,13.3000,7726,13.6000,13.6000,13.3000,13.3000,0,0,0
ABC,20200918,13.7000,13.8000,13.7000,13.7000,27200,13.7000,13.8000,13.7000,13.7000,0,0,0
ABC,20200917,13.3000,13.9000,13.3000,13.6000,29973,13.3000,13.9000,13.3000,13.6000,0,0,0
ABC,20200916,13.4000,13.4000,13.3000,13.3000,310,13.4000,13.4000,13.3000,13.3000,0,0,0
ABC,20200915,13.6000,13.6000,13.2000,13.2000,37410,13.6000,13.6000,13.2000,13.2000,0,500,0
ABC,20200914,13.2000,13.9000,13.2000,13.5000,45040,13.2000,13.9000,13.2000,13.5000,0,0,0
ABC,20200911,13.3000,13.4000,13.3000,13.4000,7910,13.3000,13.4000,13.3000,13.4000,0,0,0
ABC,20200910,13.3000,13.5000,13.2000,13.3000,27940,13.3000,13.5000,13.2000,13.3000,0,0,0
ABC,20200909,13.6000,13.6000,13.0000,13.3000,29763,13.6000,13.6000,13.0000,13.3000,0,0,77360
ABC,20200908,13.6000,13.6000,11.6000,13.4000,18460,13.6000,13.6000,11.6000,13.4000,77360,0,77360
ABC,20200907,13.3000,13.8000,13.3000,13.7000,19210,13.3000,13.8000,13.3000,13.7000,0,0,0
ABC,20200904,13.0000,13.5000,13.0000,13.4000,37113,13.0000,13.5000,13.0000,13.4000,0,0,0
ABC,20200903,13.6000,13.6000,13.5000,13.5000,20541,13.6000,13.6000,13.5000,13.5000,0,0,0
ABC,20200901,13.9000,13.9000,13.6000,13.6000,69960,13.9000,13.9000,13.6000,13.6000,0,0,0
ABC,20200831,13.8000,14.0000,13.7000,13.8000,48900,13.8000,14.0000,13.7000,13.8000,0,0,0
ABC,20200828,14.1000,14.1000,13.5000,14.0000,25700,14.1000,14.1000,13.5000,14.0000,0,0,0
ABC,20200827,13.9000,14.6000,13.8000,14.0000,42785,13.9000,14.6000,13.8000,14.0000,0,0,0
ABC,20200826,14.2000,14.2000,13.7000,14.0000,27221,14.2000,14.2000,13.7000,14.0000,0,0,0
ABC,20200825,14.8000,14.8000,14.0000,14.0000,54901,14.8000,14.8000,14.0000,14.0000,0,0,0
ABC,20200824,13.4000,15.1000,13.4000,14.9000,182970,13.4000,15.1000,13.4000,14.9000,0,0,0
ABC,20200821,13.4000,13.5000,13.2000,13.4000,23890,13.4000,13.5000,13.2000,13.4000,0,0,0
ABC,20200820,13.6000,13.6000,12.3000,13.6000,43933,13.6000,13.6000,12.3000,13.6000,0,0,0
ABC,20200819,13.0000,13.7000,13.0000,13.6000,42555,13.0000,13.7000,13.0000,13.6000,0,0,0
ABC,20200818,14.3000,14.3000,13.2000,13.3000,79960,14.3000,14.3000,13.2000,13.3000,0,0,0
ABC,20200817,14.5000,15.0000,13.1000,14.1000,115428,14.5000,15.0000,13.1000,14.1000,0,0,0
ABC,20200814,12.5000,13.2000,12.5000,13.2000,123510,12.5000,13.2000,12.5000,13.2000,0,0,0
ABC,20200813,10.8000,11.9000,10.8000,11.9000,114615,10.8000,11.9000,10.8000,11.9000,0,0,0
ABC,20200812,10.3000,10.9000,10.1000,10.8000,51900,10.3000,10.9000,10.1000,10.8000,0,0,0
ABC,20200811,10.4000,10.5000,10.2000,10.5000,15310,10.4000,10.5000,10.2000,10.5000,0,0,0
ABC,20200810,10.4000,11.6000,10.2000,10.6000,40808,10.4000,11.6000,10.2000,10.6000,0,0,0
ABC,20200807,10.2000,10.4000,10.2000,10.2000,12400,10.2000,10.4000,10.2000,10.2000,0,0,0
ABC,20200806,10.0000,10.4000,10.0000,10.3000,24400,10.0000,10.4000,10.0000,10.3000,0,0,0
ABC,20200805,10.2000,10.2000,10.0000,10.0000,28200,10.2000,10.2000,10.0000,10.0000,0,0,0
ABC,20200804,10.2000,10.4000,9.8000,10.1000,19500,10.2000,10.4000,9.8000,10.1000,0,0,0
ABC,20200803,9.8000,10.2000,9.8000,10.0000,13700,9.8000,10.2000,9.8000,10.0000,0,0,0
ABC,20200731,9.6000,10.1000,9.6000,9.9000,28300,9.6000,10.1000,9.6000,9.9000,0,0,0
ABC,20200730,9.8000,9.9000,9.8000,9.8000,17200,9.8000,9.9000,9.8000,9.8000,0,0,0
ABC,20200729,9.7000,9.8000,9.5000,9.8000,4120,9.7000,9.8000,9.5000,9.8000,0,0,0
ABC,20200728,9.5000,10.0000,9.5000,9.8000,50400,9.5000,10.0000,9.5000,9.8000,0,0,0
ABC,20200727,10.4000,10.4000,9.2000,9.7000,22300,10.4000,10.4000,9.2000,9.7000,0,0,0
ABC,20200724,11.0000,11.0000,10.3000,10.3000,14900,11.0000,11.0000,10.3000,10.3000,0,0,0
ABC,20200723,11.0000,11.0000,10.6000,10.6000,18800,11.0000,11.0000,10.6000,10.6000,0,0,0
ABC,20200722,9.9000,11.0000,9.9000,11.0000,40100,9.9000,11.0000,9.9000,11.0000,0,0,0
ABC,20200720,9.7000,9.8000,9.7000,9.8000,2401,9.7000,9.8000,9.7000,9.8000,0,0,0
ABC,20200717,9.8000,9.8000,9.8000,9.8000,19620,9.8000,9.8000,9.8000,9.8000,0,0,0
ABC,20200716,9.8000,9.8000,9.7000,9.7000,1000,9.8000,9.8000,9.7000,9.7000,0,0,0
ABC,20200715,10.0000,10.0000,9.9000,9.9000,17400,10.0000,10.0000,9.9000,9.9000,0,0,0
ABC,20200714,9.8000,10.0000,9.8000,9.9000,5300,9.8000,10.0000,9.8000,9.9000,0,0,0
ABC,20200713,9.9000,9.9000,9.9000,9.9000,2020,9.9000,9.9000,9.9000,9.9000,0,0,0
ABC,20200710,10.0000,10.2000,9.6000,10.0000,14300,10.0000,10.2000,9.6000,10.0000,0,0,0
ABC,20200709,10.0000,10.2000,9.9000,10.2000,2900,10.0000,10.2000,9.9000,10.2000,0,0,0
ABC,20200708,9.8000,10.5000,9.0000,10.0000,15100,9.8000,10.5000,9.0000,10.0000,0,0,0
ABC,20200707,9.6807,9.6807,9.4997,9.4997,32410,10.7000,10.7000,10.5000,10.5000,0,0,0
ABC,20200706,9.7711,9.8616,9.5902,9.5902,15100,10.8000,10.9000,10.6000,10.6000,0,0,0
ABC,20200703,9.9520,9.9520,9.7711,9.7711,4210,11.0000,11.0000,10.8000,10.8000,0,0,0
ABC,20200702,9.4092,9.8616,9.4092,9.7711,14320,10.4000,10.9000,10.4000,10.8000,0,0,0
ABC,20200701,9.4092,9.4092,9.4092,9.4092,5200,10.4000,10.4000,10.4000,10.4000,0,0,0
ABC,20200630,9.4092,9.4092,9.3187,9.3187,5431,10.4000,10.4000,10.3000,10.3000,0,0,0
ABC,20200629,9.4092,9.4092,9.4092,9.4092,7701,10.4000,10.4000,10.4000,10.4000,0,81,0
ABC,20200626,9.4092,9.4997,9.4092,9.4092,20300,10.4000,10.5000,10.4000,10.4000,0,0,0
ABC,20200625,9.3187,9.4092,9.3187,9.4092,1000,10.3000,10.4000,10.3000,10.4000,0,0,0
ABC,20200624,9.3187,9.3187,9.3187,9.3187,2500,10.3000,10.3000,10.3000,10.3000,0,0,0
ABC,20200623,9.3187,9.3187,9.3187,9.3187,8000,10.3000,10.3000,10.3000,10.3000,0,0,0
ABC,20200622,9.4996,9.4996,9.4092,9.4092,1159,10.5000,10.5000,10.4000,10.4000,0,0,0
ABC,20200619,9.3188,9.3188,9.3188,9.3187,100,10.3000,10.3000,10.3000,10.3000,0,0,0
ABC,20200618,9.2283,9.2283,9.2283,9.2283,4000,10.2000,10.2000,10.2000,10.2000,0,0,0
ABC,20200617,9.3188,9.3188,9.2283,9.2283,3801,10.3000,10.3000,10.2000,10.2000,0,0,0
ABC,20200615,9.3187,9.3187,9.2282,9.3187,47058,10.3000,10.3000,10.2000,10.3000,0,0,0
ABC,20200612,9.4997,9.4997,9.2283,9.3187,14900,10.5000,10.5000,10.2000,10.3000,0,0,0
ABC,20200611,9.4092,9.4092,9.4092,9.4092,7600,10.4000,10.4000,10.4000,10.4000,0,0,0
