<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
HBD,20210122,0.0000,11.1233,11.1233,11.1233,1000,0.0000,12.2000,12.2000,12.2000,0,0,0
HBD,20210121,11.0321,11.0321,11.0321,11.0321,100,12.1000,12.1000,12.1000,12.1000,0,0,0
HBD,20210120,12.2174,12.2174,12.2174,12.2174,200,13.4000,13.4000,13.4000,13.4000,0,0,0
HBD,20210119,12.2174,12.2174,12.2174,12.2174,500,13.4000,13.4000,13.4000,13.4000,0,0,0
HBD,20210118,12.2173,12.2173,12.2173,12.2174,170,13.4000,13.4000,13.4000,13.4000,0,0,0
HBD,20210113,12.1262,12.1262,10.5762,10.5762,1300,13.3000,13.3000,11.6000,11.6000,0,0,0
HBD,20210111,11.8527,10.5763,10.4851,10.5762,400,13.0000,11.6000,11.5000,11.6000,0,0,0
HBD,20210108,13.0379,11.8526,11.8526,11.8527,100,14.3000,13.0000,13.0000,13.0000,0,0,0
HBD,20210106,13.0379,13.0379,13.0379,13.0379,40,14.3000,14.3000,14.3000,14.3000,0,0,0
HBD,20210104,13.0379,13.0379,13.0379,13.0379,100,14.3000,14.3000,14.3000,14.3000,0,0,0
HBD,20201215,13.0380,13.2203,13.0380,13.2203,900,14.3000,14.5000,14.3000,14.5000,0,0,0
HBD,20201027,12.5821,12.5821,12.5821,12.5821,8,13.8000,13.8000,13.8000,13.8000,0,0,0
HBD,20201007,12.5821,12.5821,12.5821,12.5821,60,13.8000,13.8000,13.8000,13.8000,0,0,0
HBD,20200924,12.5820,12.5820,12.5820,12.5821,100,13.8000,13.8000,13.8000,13.8000,0,0,0
HBD,20200828,12.0350,12.0350,12.0350,12.0350,100,13.2000,13.2000,13.2000,13.2000,0,0,0
HBD,20200827,11.3056,11.3056,11.3056,11.3056,9,12.4000,12.4000,12.4000,12.4000,0,0,0
HBD,20200826,11.3056,11.3056,11.3056,11.3056,401,12.4000,12.4000,12.4000,12.4000,0,0,0
HBD,20200813,13.2203,13.2203,13.2203,13.2203,100,14.5000,14.5000,14.5000,14.5000,0,0,0
HBD,20200722,14.5879,14.5879,14.5879,14.5879,25,16.0000,16.0000,16.0000,16.0000,0,0,0
HBD,20200630,14.5879,14.5879,14.5879,14.5879,100,16.0000,16.0000,16.0000,16.0000,0,100,0
HBD,20200626,13.2203,13.4938,13.2203,13.4938,2800,14.5000,14.8000,14.5000,14.8000,0,0,0
HBD,20200618,13.2203,13.2203,13.2203,13.2203,400,14.5000,14.5000,14.5000,14.5000,0,0,0
HBD,20200616,13.2203,13.2203,13.2203,13.2203,300,14.5000,14.5000,14.5000,14.5000,0,0,0
HBD,20200603,12.3085,12.7644,12.3085,12.7644,500,13.5000,14.0000,13.5000,14.0000,0,0,0
HBD,20200602,13.7673,13.7673,13.6761,13.6761,200,15.1000,15.1000,15.0000,15.0000,0,0,0
HBD,20200528,13.7673,13.7673,13.7673,13.7673,100,15.1000,15.1000,15.1000,15.1000,0,100,0
HBD,20200527,12.0350,12.0350,12.0350,12.0350,100,13.2000,13.2000,13.2000,13.2000,0,0,0
HBD,20200526,11.8527,11.8527,11.8527,11.8527,100,13.0000,13.0000,13.0000,13.0000,0,0,0
HBD,20200525,11.8527,11.8527,11.8527,11.8527,220,13.0000,13.0000,13.0000,13.0000,0,0,220
HBD,20200522,13.2203,13.2203,13.2203,13.2203,10,14.5000,14.5000,14.5000,14.5000,0,0,0
HBD,20200521,13.2203,13.2203,13.2203,13.2203,400,14.5000,14.5000,14.5000,14.5000,0,0,0
HBD,20200513,15.3173,15.3173,15.3173,15.3173,1000,16.8000,16.8000,16.8000,16.8000,0,0,0
HBD,20200427,15.0438,15.0438,15.0438,15.0438,220,16.5000,16.5000,16.5000,16.5000,0,220,0
